REG,PRV,MUN,HSN,B1,B2,B3,B4,B5,B6,B7,B8,D1,H1,H2,H3A,H3B,H3C,H3D,H3E,H3F,H4,H5,H6,H7,H8,H9,H10,H11A,H11B,H11C,H11D,H13,H14_PRVMUN,H14_RECODE,H15A,H15B,H15C,H15D,H15E,H15F,H15G,H15H,H15I,H15J,H15K,H15L,H15M,H15N,H15O,H15P,H15Q,H15R,H15S,H16A,H16B,H16C,H16D,H17A,H17B,H17C,H17D,H17E,H17F,H17G,H17H,HHWGT
02,009,01,000074,1,1,2,01,2,1,1,10,05,5, , , , , , , ,2,6,02,1,3,13,02,2,2,2,2,128,0901,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,0004.747826087
02,009,01,000075,1,1,2,01,2,1,1,10,06,1,1, , , , , , , ,6,02,1,3,01,01,2,1,2,2,128,0901,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0005.099697885
02,009,01,000076,1,1,2,01,5,1,1,10,05,3,5, , , , , , , ,1,02,1,3,01,01,2,2,2,2,226,0901,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0006.000000000
02,009,01,000077,1,3,2,01,1,1,1,08,09,1,2, , , , , , , ,6,03,1,3,01,01,1,1,2,2,128,0901,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,0005.099697885
02,009,01,000078,1,1,1,04,6,1,1,11,01,5, , , , , , , ,5,6,02,1,3,13,01,2,2,2,2,226,0901,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.747826087
02,009,01,000079,1,2,2,01,2,1,1,10,06,1,4,1,2,2,2,1,2, ,1,02,1,3,13,01,2,1,2,2,128,0901,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0005.099697885
02,009,01,000080,1,1,2,01,1,1,1,10,06,1,1, , , , , , , ,6,02,1,1,01,01,1,1,2,2,128,0901,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0005.099697885
02,009,01,000081,1,2,2,01,1,1,1,10,05,1,9, , , , , , , ,5,02,1,3,13,01,2,2,2,2,128,0901,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0005.099697885
02,009,01,000082,1,1,2,01,2,1,1,10,05,1,1, , , , , , , ,6,02,1,3,01,01,2,2,2,2,128,0901,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0005.099697885
02,009,01,000083,1,2,2,01,1,1,1,08,09,1,9, , , , , , , ,3,13,1,3,13,13,2,1,2,2,128,0901,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,0005.099697885
02,009,01,000084,1,2,2,01,1,1,1,08,09,1,9, , , , , , , ,3,13,1,3,13,13,2,1,2,2,128,1599,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,0005.099697885
02,009,01,000085,1,1,1,01,1,1,1,08,06,5, , , , , , , ,5,6,02,1,3,13,01,2,1,2,2,128,0901,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0004.747826087
02,009,01,000086,1,2,1,01,2,1,1,11,09,1,1, , , , , , , ,6,02,1,3,13,01,2,2,2,2,226,0901,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.099697885
02,009,01,000087,1,1,2,01,2,1,1,10,07,1,4,1,2,2,2,2,2, ,6,02,1,3,13,01,1,1,2,2,128,0901,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.099697885
02,009,01,000088,1,1,2,01,1,1,1,09,09,1,1, , , , , , , ,3,02,1,3,13,01,2,1,2,2,128,0901,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,0005.099697885
02,009,01,000089,1,2,2,01,1,1,1,11,10,1,4,1,2,2,2,2,2, ,1,02,1,3,01,01,2,1,2,2,128,0901,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,0005.099697885
02,009,01,000090,1,2,2,01,1,1,1,07,09,1,1, , , , , , , ,6,02,1,3,01,01,1,1,2,2,226,0901,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.099697885
02,009,01,000091,1,1,1,04,4,1,1,06,06,5, , , , , , , ,6,6,02,1,3,13,01,2,2,2,2,128,0901,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0004.747826087
02,009,01,000092,1,1,1,04,4,2,1,11,05,5, , , , , , , ,5,5,02,1,3,13,01,2,2,2,2,128,0901,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0004.747826087
02,009,01,000093,1,2,2,01,1,1,1,11,05,5, , , , , , , ,4,5,13,1,3,13,01,2,2,2,2,128,0901,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,0004.747826087
02,009,01,000094,1,2,1,01,1,1,1,06,08,1,4,1,2,2,2,2,2, ,6,02,1,3,13,01,1,1,2,2,128,0901,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.099697885
02,009,01,000095,1,1,1,01,1,1,1,07,06,1,4,2,2,2,1,2,2, ,6,02,1,3,13,01,2,1,2,2,128,0901,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.099697885
02,009,01,000096,1,1,1,04,2,1,1,05,05,1,1, , , , , , , ,6,02,1,3,13,01,2,1,2,2,128,0901,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,0005.099697885
02,009,01,000097,1,1,1,03,2,1,1,08,05,1,1, , , , , , , ,6,02,1,3,13,01,2,1,2,2,128,0901,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.099697885
