REG,PRV,MUN,HSN,B1,B2,B3,B4,B5,B6,B7,B8,D1,H1,H2,H3A,H3B,H3C,H3D,H3E,H3F,H4,H5,H6,H7,H8,H9,H10,H11A,H11B,H11C,H11D,H13,H14_PRVMUN,H14_RECODE,H15A,H15B,H15C,H15D,H15E,H15F,H15G,H15H,H15I,H15J,H15K,H15L,H15M,H15N,H15O,H15P,H15Q,H15R,H15S,H16A,H16B,H16C,H16D,H17A,H17B,H17C,H17D,H17E,H17F,H17G,H17H,HHWGT
08,316,00,000028,1,1,1,01,1,1,1,07,10,3,1, , , , , , , ,1,02,1,3,14,14,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000029,1,1,1,01,1,1,1,07,10,3,1, , , , , , , ,1,02,1,3,14,14,2,2,2,2,241,3747,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0005.083248038
08,316,00,000030,1,1,1,02,3,5,1,07,07,3,1, , , , , , , ,6,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,0005.083248038
08,316,00,000031,1,1,1,02,2,5,1,07,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,0005.083248038
08,316,00,000032,1,1,1,02,2,5,1,06,06,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000033,1,1,1,01,1,1,1,07,10,3,1, , , , , , , ,6,02,1,3,14,14,2,2,2,2,241,3747,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0005.083248038
08,316,00,000034,1,1,1,01,1,1,1,07,10,3,1, , , , , , , ,1,02,1,3,14,14,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,0005.083248038
08,316,00,000035,1,1,1,01,3,1,1,10,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,0005.083248038
08,316,00,000036,1,1,1,02,2,5,1,05,07,3,1, , , , , , , ,6,02,1,3,14,14,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000037,1,1,1,01,3,5,1,09,10,3,1, , , , , , , ,1,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0005.083248038
08,316,00,000038,1,1,1,01,2,5,1,07,09,3,1, , , , , , , ,6,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000039,1,1,1,01,2,5,1,07,07,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000040,1,1,1,01,2,5,1,09,06,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000041,1,2,1,01,2,5,1,08,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000042,1,2,1,01,2,5,1,08,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000043,1,1,1,01,2,5,1,06,09,3,1, , , , , , , ,1,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0005.083248038
